country,date,arrivals,arrivals_male,arrivals_female
SAU,2021-09-01,141,85,56
SAU,2021-10-01,139,91,48
SAU,2021-11-01,137,82,55
SAU,2021-12-01,212,133,79
SAU,2022-01-01,244,160,84
SAU,2022-02-01,142,89,53
SAU,2022-03-01,318,212,106
SAU,2022-04-01,848,477,371
SAU,2022-05-01,4123,2330,1793
SAU,2022-06-01,4372,2420,1952
SAU,2022-07-01,9578,4808,4770
SAU,2022-08-01,7221,3739,3482
SAU,2022-09-01,2625,1567,1058
SAU,2022-10-01,2872,1770,1102
SAU,2022-11-01,4024,2224,1800
SAU,2022-12-01,2429,1385,1044
SAU,2023-01-01,2475,1441,1034
SAU,2023-02-01,2319,1437,882
SAU,2023-03-01,2491,1390,1101
SAU,2023-04-01,2347,1331,1016
SAU,2023-05-01,3567,2146,1421
SAU,2023-06-01,5885,3204,2681
SAU,2023-07-01,11399,6043,5356
SAU,2023-08-01,8055,4231,3824
SAU,2023-09-01,3585,2234,1351
SAU,2023-10-01,3977,2404,1573
SAU,2023-11-01,7249,3960,3289
SDN,2020-01-01,1519,891,628
SDN,2020-02-01,1099,729,370
SDN,2020-03-01,375,235,140
SDN,2020-04-01,0,0,0
SDN,2020-05-01,0,0,0
SDN,2020-06-01,0,0,0
SDN,2020-07-01,2,2,0
SDN,2020-08-01,13,11,2
SDN,2020-09-01,26,20,6
SDN,2020-10-01,28,21,7
SDN,2020-11-01,5,4,1
SDN,2020-12-01,7,6,1
SDN,2021-01-01,23,21,2
SDN,2021-02-01,32,17,15
SDN,2021-03-01,59,40,19
SDN,2021-04-01,67,40,27
SDN,2021-05-01,47,36,11
SDN,2021-06-01,30,23,7
SDN,2021-07-01,23,17,6
SDN,2021-08-01,33,22,11
SDN,2021-09-01,36,28,8
SDN,2021-10-01,93,61,32
SDN,2021-11-01,103,77,26
SDN,2021-12-01,146,95,51
SDN,2022-01-01,143,104,39
SDN,2022-02-01,184,134,50
SDN,2022-03-01,219,133,86
SDN,2022-04-01,299,204,95
SDN,2022-05-01,668,408,260
SDN,2022-06-01,634,356,278
SDN,2022-07-01,914,464,450
SDN,2022-08-01,1014,556,458
SDN,2022-09-01,874,529,345
SDN,2022-10-01,815,490,325
SDN,2022-11-01,801,481,320
SDN,2022-12-01,850,475,375
SDN,2023-01-01,1111,629,482
SDN,2023-02-01,937,544,393
SDN,2023-03-01,948,582,366
SDN,2023-04-01,467,267,200
SDN,2023-05-01,445,281,164
SDN,2023-06-01,867,486,381
SDN,2023-07-01,1238,658,580
SDN,2023-08-01,1480,794,686
SDN,2023-09-01,1066,594,472
SDN,2023-10-01,1244,752,492
SDN,2023-11-01,1533,848,685
SEN,2020-01-01,71,54,17
SEN,2020-02-01,64,48,16
SEN,2020-03-01,25,23,2
SEN,2020-04-01,0,0,0
SEN,2020-05-01,0,0,0
SEN,2020-06-01,0,0,0
SEN,2020-07-01,2,1,1
SEN,2020-08-01,5,3,2
SEN,2020-09-01,5,3,2
SEN,2020-10-01,1,0,1
SEN,2020-11-01,2,1,1
SEN,2020-12-01,1,0,1
SEN,2021-01-01,2,1,1
SEN,2021-02-01,4,4,0
SEN,2021-03-01,3,2,1
SEN,2021-04-01,2,2,0
SEN,2021-05-01,2,1,1
SEN,2021-06-01,3,1,2
SEN,2021-07-01,9,4,5
SEN,2021-08-01,15,11,4
SEN,2021-09-01,0,0,0
SEN,2021-10-01,3,1,2
SEN,2021-11-01,3,0,3
SEN,2021-12-01,4,2,2
SEN,2022-01-01,2,2,0
SEN,2022-02-01,3,3,0
SEN,2022-03-01,11,7,4
SEN,2022-04-01,6,2,4
SEN,2022-05-01,37,26,11
SEN,2022-06-01,18,14,4
SEN,2022-07-01,17,15,2
SEN,2022-08-01,28,18,10
SEN,2022-09-01,28,18,10
SEN,2022-10-01,44,32,12
SEN,2022-11-01,20,14,6
SEN,2022-12-01,15,10,5
SEN,2023-01-01,24,17,7
SEN,2023-02-01,30,15,15
SEN,2023-03-01,51,37,14
SEN,2023-04-01,80,65,15
SEN,2023-05-01,94,70,24
SEN,2023-06-01,47,38,9
SEN,2023-07-01,65,43,22
SEN,2023-08-01,145,80,65
SEN,2023-09-01,156,124,32
SEN,2023-10-01,55,42,13
SEN,2023-11-01,96,79,17
SGP,2020-01-01,1265034,733237,531797
SGP,2020-02-01,920277,577036,343241
SGP,2020-03-01,588391,363236,225155
SGP,2020-04-01,97,75,22
SGP,2020-05-01,80,63,17
SGP,2020-06-01,150,119,31
SGP,2020-07-01,350,240,110
SGP,2020-08-01,514,417,97
SGP,2020-09-01,881,735,146
SGP,2020-10-01,861,721,140
SGP,2020-11-01,740,592,148
SGP,2020-12-01,446,335,111
SGP,2021-01-01,439,328,111
SGP,2021-02-01,391,303,88
SGP,2021-03-01,493,394,99
SGP,2021-04-01,442,343,99
SGP,2021-05-01,273,221,52
SGP,2021-06-01,167,123,44
SGP,2021-07-01,195,136,59
SGP,2021-08-01,208,151,57
SGP,2021-09-01,236,180,56
SGP,2021-10-01,388,283,105
SGP,2021-11-01,1036,640,396
SGP,2021-12-01,13424,7455,5969
SGP,2022-01-01,7584,4144,3440
SGP,2022-02-01,6892,4080,2812
SGP,2022-03-01,16345,9241,7104
SGP,2022-04-01,411851,259314,152537
SGP,2022-05-01,650065,403762,246303
SGP,2022-06-01,851285,500544,350741
SGP,2022-07-01,980310,581370,398940
SGP,2022-08-01,974331,577496,396835
SGP,2022-09-01,1067137,612032,455105
SGP,2022-10-01,1063726,608881,454845
SGP,2022-11-01,1092183,620862,471321
SGP,2022-12-01,1267322,688246,579076
SGP,2023-01-01,1060844,604926,455918
SGP,2023-02-01,939633,548480,391153
SGP,2023-03-01,1140473,646867,493606
SGP,2023-04-01,1041826,596528,445298
SGP,2023-05-01,1119412,649811,469601
SGP,2023-06-01,1318183,730304,587879
SGP,2023-07-01,1295067,733633,561434
SGP,2023-08-01,1276080,733526,542554
SGP,2023-09-01,1399698,788225,611473
SGP,2023-10-01,1355821,777933,577888
SGP,2023-11-01,1383199,777039,606160
SGS,2020-01-01,0,0,0
SGS,2020-02-01,0,0,0
SGS,2020-03-01,0,0,0
SGS,2020-04-01,0,0,0
SGS,2020-05-01,0,0,0
SGS,2020-06-01,0,0,0
SGS,2020-07-01,0,0,0
SGS,2020-08-01,0,0,0
SGS,2020-09-01,0,0,0
SGS,2020-10-01,0,0,0
SGS,2020-11-01,0,0,0
SGS,2020-12-01,0,0,0
SGS,2021-01-01,0,0,0
SGS,2021-02-01,1,1,0
SGS,2021-03-01,0,0,0
SGS,2021-04-01,0,0,0
SGS,2021-05-01,0,0,0
SGS,2021-06-01,0,0,0
SGS,2021-07-01,0,0,0
SGS,2021-08-01,0,0,0
SGS,2021-09-01,0,0,0
SGS,2021-10-01,0,0,0
SGS,2021-11-01,0,0,0
SGS,2021-12-01,0,0,0
SGS,2022-01-01,0,0,0
SGS,2022-02-01,0,0,0
SGS,2022-03-01,0,0,0
SGS,2022-04-01,0,0,0
SGS,2022-05-01,0,0,0
SGS,2022-06-01,2,2,0
SGS,2022-07-01,1,1,0
SGS,2022-08-01,1,1,0
SGS,2022-09-01,0,0,0
SGS,2022-10-01,0,0,0
SGS,2022-11-01,0,0,0
SGS,2022-12-01,0,0,0
SGS,2023-01-01,0,0,0
SGS,2023-02-01,0,0,0
SGS,2023-03-01,0,0,0
SGS,2023-04-01,1,0,1
SGS,2023-05-01,0,0,0
SGS,2023-06-01,0,0,0
SGS,2023-07-01,0,0,0
SGS,2023-08-01,0,0,0
SGS,2023-09-01,0,0,0
SGS,2023-10-01,0,0,0
SGS,2023-11-01,1,0,1
SHN,2020-01-01,0,0,0
SHN,2020-02-01,0,0,0
SHN,2020-03-01,0,0,0
SHN,2020-04-01,0,0,0
SHN,2020-05-01,0,0,0
SHN,2020-06-01,0,0,0
SHN,2020-07-01,0,0,0
SHN,2020-08-01,0,0,0
SHN,2020-09-01,0,0,0
SHN,2020-10-01,0,0,0
SHN,2020-11-01,0,0,0
SHN,2020-12-01,0,0,0
SHN,2021-01-01,0,0,0
SHN,2021-02-01,0,0,0
SHN,2021-03-01,0,0,0
SHN,2021-04-01,0,0,0
SHN,2021-05-01,0,0,0
SHN,2021-06-01,0,0,0
SHN,2021-07-01,0,0,0
SHN,2021-08-01,0,0,0
SHN,2021-09-01,0,0,0
SHN,2021-10-01,0,0,0
SHN,2021-11-01,0,0,0
SHN,2021-12-01,0,0,0
SHN,2022-01-01,0,0,0
SHN,2022-02-01,0,0,0
SHN,2022-03-01,0,0,0
SHN,2022-04-01,0,0,0
SHN,2022-05-01,0,0,0
SHN,2022-06-01,0,0,0
SHN,2022-07-01,0,0,0
SHN,2022-08-01,0,0,0
SHN,2022-09-01,0,0,0
SHN,2022-10-01,0,0,0
SHN,2022-11-01,0,0,0
SHN,2022-12-01,0,0,0
SHN,2023-01-01,0,0,0
SHN,2023-02-01,0,0,0
SHN,2023-03-01,0,0,0
SHN,2023-04-01,1,1,0
SHN,2023-05-01,0,0,0
SHN,2023-06-01,0,0,0
SHN,2023-07-01,0,0,0
SHN,2023-08-01,0,0,0
SHN,2023-09-01,0,0,0
SHN,2023-10-01,0,0,0
SHN,2023-11-01,0,0,0
SLB,2020-01-01,35,15,20
SLB,2020-02-01,8,4,4
SLB,2020-03-01,2,2,0
SLB,2020-04-01,0,0,0
SLB,2020-05-01,0,0,0
SLB,2020-06-01,0,0,0
SLB,2020-07-01,0,0,0
SLB,2020-08-01,0,0,0
SLB,2020-09-01,0,0,0
SLB,2020-10-01,0,0,0
SLB,2020-11-01,0,0,0
SLB,2020-12-01,0,0,0
SLB,2021-01-01,0,0,0
SLB,2021-02-01,0,0,0
SLB,2021-03-01,0,0,0
SLB,2021-04-01,0,0,0
SLB,2021-05-01,0,0,0
SLB,2021-06-01,0,0,0
SLB,2021-07-01,0,0,0
SLB,2021-08-01,0,0,0
SLB,2021-09-01,0,0,0
SLB,2021-10-01,0,0,0
SLB,2021-11-01,0,0,0
SLB,2021-12-01,2,2,0
SLB,2022-01-01,0,0,0
SLB,2022-02-01,0,0,0
SLB,2022-03-01,2,0,2
SLB,2022-04-01,1,0,1
SLB,2022-05-01,0,0,0
SLB,2022-06-01,6,5,1
SLB,2022-07-01,7,4,3
SLB,2022-08-01,14,7,7
SLB,2022-09-01,4,4,0
SLB,2022-10-01,10,8,2
SLB,2022-11-01,20,10,10
SLB,2022-12-01,9,7,2
SLB,2023-01-01,19,2,17
SLB,2023-02-01,2,1,1
SLB,2023-03-01,9,3,6
SLB,2023-04-01,14,4,10
SLB,2023-05-01,19,4,15
SLB,2023-06-01,32,31,1
SLB,2023-07-01,7,3,4
SLB,2023-08-01,7,6,1
SLB,2023-09-01,7,6,1
SLB,2023-10-01,8,4,4
SLB,2023-11-01,72,40,32
SLE,2020-01-01,54,34,20
SLE,2020-02-01,43,30,13
SLE,2020-03-01,25,15,10
SLE,2020-04-01,0,0,0
SLE,2020-05-01,0,0,0
SLE,2020-06-01,0,0,0
SLE,2020-07-01,0,0,0
SLE,2020-08-01,0,0,0
SLE,2020-09-01,0,0,0
SLE,2020-10-01,0,0,0
SLE,2020-11-01,0,0,0
SLE,2020-12-01,0,0,0
SLE,2021-01-01,1,1,0
SLE,2021-02-01,0,0,0
SLE,2021-03-01,5,0,5
SLE,2021-04-01,2,2,0
SLE,2021-05-01,3,3,0
SLE,2021-06-01,0,0,0
SLE,2021-07-01,3,3,0
SLE,2021-08-01,0,0,0
SLE,2021-09-01,1,1,0
SLE,2021-10-01,3,1,2
SLE,2021-11-01,3,2,1
SLE,2021-12-01,0,0,0
SLE,2022-01-01,2,2,0
SLE,2022-02-01,5,3,2
SLE,2022-03-01,1,1,0
SLE,2022-04-01,9,5,4
SLE,2022-05-01,7,6,1
SLE,2022-06-01,15,10,5
SLE,2022-07-01,15,13,2
SLE,2022-08-01,16,8,8
SLE,2022-09-01,7,5,2
SLE,2022-10-01,21,14,7
SLE,2022-11-01,25,20,5
SLE,2022-12-01,13,11,2
SLE,2023-01-01,24,15,9
SLE,2023-02-01,23,12,11
SLE,2023-03-01,26,20,6
SLE,2023-04-01,13,12,1
SLE,2023-05-01,12,9,3
SLE,2023-06-01,9,4,5
SLE,2023-07-01,33,15,18
SLE,2023-08-01,19,15,4
SLE,2023-09-01,33,25,8
SLE,2023-10-01,25,16,9
SLE,2023-11-01,46,28,18
SLV,2020-01-01,24,9,15
SLV,2020-02-01,22,9,13
SLV,2020-03-01,7,5,2
SLV,2020-04-01,0,0,0
SLV,2020-05-01,0,0,0
SLV,2020-06-01,0,0,0
SLV,2020-07-01,0,0,0
SLV,2020-08-01,0,0,0
SLV,2020-09-01,1,0,1
SLV,2020-10-01,0,0,0
SLV,2020-11-01,0,0,0
SLV,2020-12-01,0,0,0
SLV,2021-01-01,0,0,0
SLV,2021-02-01,0,0,0
SLV,2021-03-01,1,1,0
SLV,2021-04-01,0,0,0
SLV,2021-05-01,0,0,0
SLV,2021-06-01,1,0,1
SLV,2021-07-01,0,0,0
SLV,2021-08-01,0,0,0
SLV,2021-09-01,0,0,0
SLV,2021-10-01,0,0,0
SLV,2021-11-01,0,0,0
SLV,2021-12-01,0,0,0
SLV,2022-01-01,0,0,0
SLV,2022-02-01,1,0,1
SLV,2022-03-01,0,0,0
SLV,2022-04-01,1,1,0
SLV,2022-05-01,6,1,5
SLV,2022-06-01,5,3,2
SLV,2022-07-01,1,1,0
SLV,2022-08-01,14,8,6
SLV,2022-09-01,7,5,2
SLV,2022-10-01,12,6,6
SLV,2022-11-01,21,12,9
SLV,2022-12-01,14,10,4
SLV,2023-01-01,10,5,5
SLV,2023-02-01,17,9,8
SLV,2023-03-01,18,11,7
SLV,2023-04-01,27,17,10
SLV,2023-05-01,30,18,12
SLV,2023-06-01,20,14,6
SLV,2023-07-01,22,11,11
SLV,2023-08-01,23,7,16
SLV,2023-09-01,33,20,13
SLV,2023-10-01,21,10,11
SLV,2023-11-01,14,7,7
SMR,2020-01-01,3,2,1
SMR,2020-02-01,4,3,1
SMR,2020-03-01,1,1,0
SMR,2020-04-01,0,0,0
SMR,2020-05-01,0,0,0
SMR,2020-06-01,0,0,0
SMR,2020-07-01,0,0,0
SMR,2020-08-01,0,0,0
SMR,2020-09-01,0,0,0
SMR,2020-10-01,0,0,0
SMR,2020-11-01,0,0,0
SMR,2020-12-01,0,0,0
SMR,2021-01-01,1,1,0
SMR,2021-02-01,0,0,0
SMR,2021-03-01,0,0,0
SMR,2021-04-01,0,0,0
SMR,2021-05-01,0,0,0
SMR,2021-06-01,0,0,0
SMR,2021-07-01,0,0,0
SMR,2021-08-01,0,0,0
SMR,2021-09-01,0,0,0
SMR,2021-10-01,0,0,0
SMR,2021-11-01,0,0,0
SMR,2021-12-01,0,0,0
SMR,2022-01-01,1,1,0
SMR,2022-02-01,2,2,0
SMR,2022-03-01,0,0,0
SMR,2022-04-01,0,0,0
SMR,2022-05-01,1,1,0
SMR,2022-06-01,0,0,0
SMR,2022-07-01,0,0,0
SMR,2022-08-01,2,1,1
SMR,2022-09-01,0,0,0
SMR,2022-10-01,2,2,0
SMR,2022-11-01,0,0,0
SMR,2022-12-01,0,0,0
SMR,2023-01-01,2,2,0
SMR,2023-02-01,4,4,0
SMR,2023-03-01,1,1,0
SMR,2023-04-01,9,2,7
SMR,2023-05-01,3,2,1
SMR,2023-06-01,1,1,0
SMR,2023-07-01,4,3,1
SMR,2023-08-01,4,2,2
SMR,2023-09-01,0,0,0
SMR,2023-10-01,1,1,0
SMR,2023-11-01,4,4,0
SOM,2020-01-01,352,202,150
SOM,2020-02-01,357,245,112
SOM,2020-03-01,153,98,55
SOM,2020-04-01,0,0,0
SOM,2020-05-01,0,0,0
SOM,2020-06-01,0,0,0
SOM,2020-07-01,0,0,0
SOM,2020-08-01,2,2,0
SOM,2020-09-01,6,4,2
SOM,2020-10-01,2,2,0
SOM,2020-11-01,1,0,1
SOM,2020-12-01,3,2,1
SOM,2021-01-01,3,2,1
SOM,2021-02-01,15,12,3
SOM,2021-03-01,36,26,10
SOM,2021-04-01,48,38,10
SOM,2021-05-01,16,11,5
SOM,2021-06-01,9,5,4
SOM,2021-07-01,10,9,1
SOM,2021-08-01,19,9,10
SOM,2021-09-01,45,41,4
SOM,2021-10-01,78,63,15
SOM,2021-11-01,43,33,10
SOM,2021-12-01,80,51,29
SOM,2022-01-01,77,52,25
SOM,2022-02-01,54,31,23
SOM,2022-03-01,94,70,24
SOM,2022-04-01,121,84,37
SOM,2022-05-01,132,80,52
SOM,2022-06-01,138,81,57
SOM,2022-07-01,123,60,63
SOM,2022-08-01,200,120,80
SOM,2022-09-01,235,148,87
SOM,2022-10-01,265,174,91
SOM,2022-11-01,248,157,91
SOM,2022-12-01,174,117,57
SOM,2023-01-01,253,154,99
SOM,2023-02-01,216,133,83
SOM,2023-03-01,251,163,88
SOM,2023-04-01,162,99,63
SOM,2023-05-01,227,137,90
SOM,2023-06-01,171,100,71
SOM,2023-07-01,181,108,73
SOM,2023-08-01,248,139,109
SOM,2023-09-01,251,162,89
SOM,2023-10-01,268,168,100
SOM,2023-11-01,306,187,119
SRB,2020-01-01,191,107,84
SRB,2020-02-01,115,68,47
SRB,2020-03-01,37,23,14
SRB,2020-04-01,0,0,0
SRB,2020-05-01,0,0,0
SRB,2020-06-01,0,0,0
SRB,2020-07-01,1,0,1
SRB,2020-08-01,3,1,2
SRB,2020-09-01,0,0,0
SRB,2020-10-01,6,3,3
SRB,2020-11-01,1,1,0
SRB,2020-12-01,0,0,0
SRB,2021-01-01,3,2,1
SRB,2021-02-01,3,2,1
SRB,2021-03-01,1,1,0
SRB,2021-04-01,2,1,1
SRB,2021-05-01,4,4,0
SRB,2021-06-01,0,0,0
SRB,2021-07-01,1,0,1
SRB,2021-08-01,6,3,3
SRB,2021-09-01,0,0,0
SRB,2021-10-01,3,2,1
SRB,2021-11-01,6,4,2
SRB,2021-12-01,5,5,0
SRB,2022-01-01,4,3,1
SRB,2022-02-01,5,3,2
SRB,2022-03-01,14,11,3
SRB,2022-04-01,14,6,8
SRB,2022-05-01,28,17,11
SRB,2022-06-01,31,20,11
SRB,2022-07-01,40,26,14
SRB,2022-08-01,38,21,17
SRB,2022-09-01,62,43,19
SRB,2022-10-01,73,37,36
SRB,2022-11-01,65,42,23
SRB,2022-12-01,80,47,33
SRB,2023-01-01,67,43,24
SRB,2023-02-01,77,41,36
SRB,2023-03-01,86,55,31
SRB,2023-04-01,104,51,53
SRB,2023-05-01,48,28,20
SRB,2023-06-01,52,28,24
SRB,2023-07-01,85,47,38
SRB,2023-08-01,100,53,47
SRB,2023-09-01,108,56,52
SRB,2023-10-01,128,72,56
SRB,2023-11-01,110,56,54
SSD,2020-01-01,34,25,9
SSD,2020-02-01,14,11,3
SSD,2020-03-01,11,8,3
SSD,2020-04-01,0,0,0
SSD,2020-05-01,0,0,0
SSD,2020-06-01,0,0,0
SSD,2020-07-01,0,0,0
SSD,2020-08-01,0,0,0
SSD,2020-09-01,1,0,1
SSD,2020-10-01,0,0,0
SSD,2020-11-01,0,0,0
SSD,2020-12-01,0,0,0
SSD,2021-01-01,1,0,1
SSD,2021-02-01,0,0,0
SSD,2021-03-01,13,11,2
SSD,2021-04-01,4,3,1
SSD,2021-05-01,5,4,1
SSD,2021-06-01,2,1,1
SSD,2021-07-01,2,2,0
SSD,2021-08-01,3,3,0
SSD,2021-09-01,0,0,0
SSD,2021-10-01,5,4,1
SSD,2021-11-01,1,1,0
SSD,2021-12-01,2,1,1
SSD,2022-01-01,8,8,0
SSD,2022-02-01,2,1,1
SSD,2022-03-01,7,1,6
SSD,2022-04-01,23,13,10
SSD,2022-05-01,19,16,3
SSD,2022-06-01,10,6,4
SSD,2022-07-01,16,13,3
SSD,2022-08-01,17,17,0
SSD,2022-09-01,48,35,13
SSD,2022-10-01,45,37,8
SSD,2022-11-01,31,19,12
SSD,2022-12-01,32,29,3
SSD,2023-01-01,47,33,14
SSD,2023-02-01,25,15,10
SSD,2023-03-01,39,21,18
SSD,2023-04-01,22,12,10
SSD,2023-05-01,22,15,7
SSD,2023-06-01,14,9,5
SSD,2023-07-01,28,15,13
SSD,2023-08-01,70,45,25
SSD,2023-09-01,34,22,12
SSD,2023-10-01,18,10,8
SSD,2023-11-01,35,22,13
STP,2020-01-01,8,3,5
STP,2020-02-01,2,2,0
STP,2020-03-01,0,0,0
STP,2020-04-01,0,0,0
STP,2020-05-01,0,0,0
STP,2020-06-01,0,0,0
STP,2020-07-01,0,0,0
STP,2020-08-01,0,0,0
STP,2020-09-01,0,0,0
STP,2020-10-01,0,0,0
STP,2020-11-01,0,0,0
STP,2020-12-01,0,0,0
STP,2021-01-01,2,2,0
STP,2021-02-01,0,0,0
STP,2021-03-01,0,0,0
STP,2021-04-01,0,0,0
STP,2021-05-01,0,0,0
STP,2021-06-01,0,0,0
STP,2021-07-01,0,0,0
STP,2021-08-01,0,0,0
STP,2021-09-01,0,0,0
STP,2021-10-01,0,0,0
STP,2021-11-01,0,0,0
STP,2021-12-01,0,0,0
STP,2022-01-01,0,0,0
STP,2022-02-01,0,0,0
STP,2022-03-01,0,0,0
STP,2022-04-01,2,2,0
STP,2022-05-01,0,0,0
STP,2022-06-01,0,0,0
STP,2022-07-01,1,0,1
STP,2022-08-01,2,1,1
STP,2022-09-01,1,1,0
STP,2022-10-01,0,0,0
STP,2022-11-01,2,0,2
STP,2022-12-01,1,1,0
STP,2023-01-01,3,3,0
STP,2023-02-01,2,1,1
STP,2023-03-01,2,1,1
STP,2023-04-01,0,0,0
STP,2023-05-01,4,4,0
STP,2023-06-01,0,0,0
STP,2023-07-01,1,1,0
STP,2023-08-01,2,2,0
STP,2023-09-01,2,2,0
STP,2023-10-01,2,2,0
STP,2023-11-01,1,1,0
SUR,2020-01-01,15,9,6
SUR,2020-02-01,8,5,3
SUR,2020-03-01,9,5,4
SUR,2020-04-01,0,0,0
SUR,2020-05-01,0,0,0
SUR,2020-06-01,0,0,0
SUR,2020-07-01,0,0,0
SUR,2020-08-01,0,0,0
SUR,2020-09-01,0,0,0
SUR,2020-10-01,0,0,0
SUR,2020-11-01,0,0,0
SUR,2020-12-01,0,0,0
SUR,2021-01-01,0,0,0
SUR,2021-02-01,0,0,0
SUR,2021-03-01,0,0,0
SUR,2021-04-01,0,0,0
SUR,2021-05-01,0,0,0
SUR,2021-06-01,0,0,0
SUR,2021-07-01,0,0,0
SUR,2021-08-01,0,0,0
SUR,2021-09-01,0,0,0
SUR,2021-10-01,0,0,0
SUR,2021-11-01,0,0,0
SUR,2021-12-01,0,0,0
SUR,2022-01-01,0,0,0
SUR,2022-02-01,0,0,0
SUR,2022-03-01,0,0,0
SUR,2022-04-01,1,1,0
SUR,2022-05-01,3,0,3
SUR,2022-06-01,5,4,1
SUR,2022-07-01,5,3,2
SUR,2022-08-01,8,6,2
SUR,2022-09-01,8,6,2
SUR,2022-10-01,44,19,25
SUR,2022-11-01,14,9,5
SUR,2022-12-01,20,9,11
SUR,2023-01-01,11,7,4
SUR,2023-02-01,15,10,5
SUR,2023-03-01,16,10,6
SUR,2023-04-01,24,16,8
SUR,2023-05-01,37,19,18
SUR,2023-06-01,24,16,8
SUR,2023-07-01,28,20,8
SUR,2023-08-01,42,25,17
SUR,2023-09-01,83,41,42
SUR,2023-10-01,23,13,10
SUR,2023-11-01,20,14,6
SVK,2020-01-01,891,480,411
SVK,2020-02-01,953,486,467
SVK,2020-03-01,393,192,201
SVK,2020-04-01,0,0,0
SVK,2020-05-01,0,0,0
SVK,2020-06-01,0,0,0
SVK,2020-07-01,7,7,0
SVK,2020-08-01,9,6,3
SVK,2020-09-01,32,29,3
SVK,2020-10-01,17,15,2
SVK,2020-11-01,4,4,0
SVK,2020-12-01,0,0,0
SVK,2021-01-01,9,8,1
SVK,2021-02-01,11,11,0
SVK,2021-03-01,12,10,2
SVK,2021-04-01,11,8,3
SVK,2021-05-01,7,5,2
SVK,2021-06-01,0,0,0
SVK,2021-07-01,2,2,0
SVK,2021-08-01,11,6,5
SVK,2021-09-01,6,5,1
SVK,2021-10-01,11,9,2
SVK,2021-11-01,20,18,2
SVK,2021-12-01,10,4,6
SVK,2022-01-01,34,28,6
SVK,2022-02-01,13,10,3
SVK,2022-03-01,44,25,19
SVK,2022-04-01,80,51,29
SVK,2022-05-01,133,89,44
SVK,2022-06-01,128,56,72
SVK,2022-07-01,284,152,132
SVK,2022-08-01,290,153,137
SVK,2022-09-01,208,119,89
SVK,2022-10-01,276,162,114
SVK,2022-11-01,355,198,157
SVK,2022-12-01,343,174,169
SVK,2023-01-01,623,348,275
SVK,2023-02-01,633,342,291
SVK,2023-03-01,565,317,248
SVK,2023-04-01,401,234,167
SVK,2023-05-01,361,215,146
SVK,2023-06-01,183,105,78
SVK,2023-07-01,457,241,216
SVK,2023-08-01,337,173,164
SVK,2023-09-01,332,193,139
SVK,2023-10-01,462,266,196
SVK,2023-11-01,526,291,235
SVN,2020-01-01,205,123,82
SVN,2020-02-01,385,212,173
SVN,2020-03-01,64,34,30
SVN,2020-04-01,0,0,0
SVN,2020-05-01,0,0,0
SVN,2020-06-01,0,0,0
SVN,2020-07-01,2,0,2
SVN,2020-08-01,1,1,0
SVN,2020-09-01,1,1,0
SVN,2020-10-01,0,0,0
SVN,2020-11-01,4,4,0
SVN,2020-12-01,0,0,0
SVN,2021-01-01,2,1,1
SVN,2021-02-01,0,0,0
SVN,2021-03-01,2,2,0
SVN,2021-04-01,1,1,0
SVN,2021-05-01,2,2,0
SVN,2021-06-01,2,2,0
SVN,2021-07-01,0,0,0
SVN,2021-08-01,2,1,1
SVN,2021-09-01,0,0,0
SVN,2021-10-01,4,3,1
SVN,2021-11-01,2,1,1
SVN,2021-12-01,3,2,1
SVN,2022-01-01,3,3,0
SVN,2022-02-01,8,5,3
SVN,2022-03-01,3,2,1
SVN,2022-04-01,24,16,8
SVN,2022-05-01,35,14,21
SVN,2022-06-01,34,21,13
SVN,2022-07-01,107,70,37
SVN,2022-08-01,85,49,36
SVN,2022-09-01,70,41,29
SVN,2022-10-01,93,59,34
SVN,2022-11-01,94,56,38
SVN,2022-12-01,90,51,39
SVN,2023-01-01,159,96,63
SVN,2023-02-01,239,120,119
SVN,2023-03-01,174,91,83
SVN,2023-04-01,211,114,97
SVN,2023-05-01,96,61,35
SVN,2023-06-01,96,57,39
SVN,2023-07-01,243,121,122
SVN,2023-08-01,189,97,92
SVN,2023-09-01,165,89,76
SVN,2023-10-01,171,101,70
SVN,2023-11-01,229,130,99
SWE,2020-01-01,4792,2680,2112
SWE,2020-02-01,3960,2148,1812
SWE,2020-03-01,1380,756,624
SWE,2020-04-01,3,3,0
SWE,2020-05-01,1,1,0
SWE,2020-06-01,0,0,0
SWE,2020-07-01,39,30,9
SWE,2020-08-01,17,13,4
SWE,2020-09-01,10,7,3
SWE,2020-10-01,22,16,6
SWE,2020-11-01,25,20,5
SWE,2020-12-01,22,17,5
SWE,2021-01-01,30,26,4
SWE,2021-02-01,28,25,3
SWE,2021-03-01,28,26,2
SWE,2021-04-01,34,29,5
SWE,2021-05-01,39,33,6
SWE,2021-06-01,11,10,1
SWE,2021-07-01,27,24,3
SWE,2021-08-01,35,26,9
SWE,2021-09-01,51,38,13
SWE,2021-10-01,39,33,6
SWE,2021-11-01,29,28,1
SWE,2021-12-01,82,55,27
SWE,2022-01-01,87,60,27
SWE,2022-02-01,71,53,18
SWE,2022-03-01,92,72,20
SWE,2022-04-01,543,355,188
SWE,2022-05-01,632,429,203
SWE,2022-06-01,727,482,245
SWE,2022-07-01,1000,617,383
SWE,2022-08-01,782,526,256
SWE,2022-09-01,1018,675,343
SWE,2022-10-01,1224,735,489
SWE,2022-11-01,1465,901,564
